timestamp	commit	skill	old_score	new_score	status	dimension	note	eval_mode
2026-07-01T23:02	r1	pm-retro	90.0	91.5	keep	dim5	Step2格式选择加反馈特征自动判定决策树	dry_run
2026-07-01T23:02	r1	pm-experiment	92.0	93.0	keep	dim3/5	关联增强OST交叉验证5步具体化+清单差异汇总	dry_run
2026-07-01T23:02	r1	pm-grill	92.0	93.0	keep	dim5	最便宜测试加4档成本阶梯判定标准	dry_run
2026-07-01T23:02	r1	pm-handoff	-	90.5	keep	dim3/4	失败模式表2条STOP加显性🔴标记(HL-1杠杆)	dry_run
2026-07-01T23:41	new	pm-market	-	91.0	baseline	-	新增市场分析(TAM/SAM/SOM双算法+竞品三层+情感分析)	dry_run
2026-07-01T23:41	new	pm-pricing	-	91.0	baseline	-	新增定价(模型按业务游戏+竞品矩阵+Van Westendorp+弹性+3-5变现方案)	dry_run
2026-07-01T23:41	new	pm-vision	-	90.5	baseline	-	新增愿景(三要素陈述+10/3/1年阶梯+权力利益网格+沟通计划)	dry_run
2026-07-01T23:41	new	pm-release	-	90.5	baseline	-	新增发布包(发布说明+测试场景+WWA backlog三性自检)	dry_run
2026-07-01T23:41	new	pm-align	-	91.5	baseline	-	新增意图对齐审计(intended vs implemented,意图模型+证据file:line+gap分级+修复)	dry_run
2026-07-01T23:47	new	pm-triage	-	91.0	baseline	-	新增分流(分类×状态状态机+垂直切片tracer-bullet+agent brief自包含)	dry_run
2026-07-01T23:51	r1	pm-refine	422	390	keep	dim6/7	PMContext产物模板渐进披露到references/pm-context-template.md(422→390行)	dry_run
2026-07-02T00:05	r1	pm-interview	260	260	keep	dim6	记录模板+脚本示例渐进披露到references/interview-templates.md+补interview-example.md断链	dry_run
2026-07-02T00:05	r1	pm-journey	-	90.5	keep	dim6	补references/journey-example.md断链(七阶段完整示例+情绪曲线解读)	dry_run
2026-07-02T00:05	r1	pm-ost	-	91.5	keep	dim6	补references/ost-example.md断链(Opportunity Score计算表+完整OST)	dry_run
2026-07-02T00:05	r1	pm-metrics	-	91.5	keep	dim6	补references/metrics-example.md断链(业务游戏分类+北极星星座+指标树Mermaid)	dry_run
2026-07-02T00:05	r1	pm-stories	-	91.0	keep	dim6	补references/stories-example.md断链(3C对照+INVEST自检+完整故事)	dry_run
2026-07-02T00:05	r1	pm-handoff	-	90.5	keep	dim6	补references/handoff-example.md断链(完整交接文档示例)	dry_run
2026-07-02T00:13	r1	CONTEXT.md	-	-	keep	dim7	Skill调用关系+目录结构+Frontmatter表补全31个skill(新增12个)	dry_run
2026-07-02T00:16	r1	README.md	-	-	keep	dim7	Skill清单补全31个skill(新增12个,分类表完整)	dry_run
2026-07-02T00:21	r1	pm-collect	-	90.0	keep	dim3/4	失败模式表2条关键条件加显性🔴STOP标记(HL-1杠杆,无输入/材料<3)	dry_run
2026-07-02T00:27	r1	pm-retro	91.5	92.0	keep	dim3/4	无迭代素材失败条件升🔴STOP(HL-1)	dry_run
2026-07-02T06:51	r1	pm-abtest	-	91.5	new	dim全	借鉴pm-skills/pm-data-analytics新增(AB测试统计分析+ship/stop决策+guardrail)	dry_run
2026-07-02T06:51	r1	pm-cohort	-	91.0	new	dim全	借鉴pm-skills/pm-data-analytics新增(队列分析+留存曲线+异常队列)	dry_run
2026-07-02T06:51	r1	pm-sql	-	91.0	new	dim全	借鉴pm-skills/pm-data-analytics新增(自然语言→多方言SQL+口径对齐PMContext)	dry_run
2026-07-02T06:52	r1	pm-gtm	93.0	94.0	keep	dim2/5	借鉴growth-loops增Step6.5增长循环五型+闭环图+失败模式+反例	dry_run
2026-07-02T07:00	r1	pm-okr	-	91.5	new	dim全	借鉴pm-skills/pm-execution/brainstorm-okrs新增(三套候选+KR/KPI/NSM关系)	dry_run
2026-07-02T07:00	r1	pm-sprint	-	91.0	new	dim全	借鉴pm-skills/pm-execution/sprint-plan新增(容量公式+DoR+依赖+风险+Sprint Goal)	dry_run
2026-07-02T07:00	r1	pm-meeting	-	90.5	new	dim全	借鉴pm-skills/pm-execution/summarize-meeting新增(结构化纪要+行动项三要素)	dry_run
2026-07-02T07:00	r1	pm-roadmap	-	91.0	new	dim全	借鉴pm-skills/pm-execution/outcome-roadmap新增(Enable/so that转换+替代方案)	dry_run
2026-07-02T07:00	r1	pm-battlecard	-	91.0	new	dim全	借鉴pm-skills/pm-go-to-market/competitive-battlecard新增(对比+反制+异议+地雷)	dry_run
2026-07-02T07:10	r1	pm-market	91.0	92.5	keep	dim2/5	借鉴user-segmentation增Step4.5用户分层(行为/JTBD/需求聚类≥3层可行动)	dry_run
2026-07-02T07:10	r1	pm-persona	-	91.0	new	dim全	借鉴pm-skills/user-personas新增(JTBD三性+五维+引言+反对意见+互斥校验)	dry_run
